source,relative_path,source_size,source_sha1,output,output_relative_path,status,error,decoded_size,decoded_sha256,output_size,output_sha1,bridge_stdout,bridge_stderr,runtime_compatibility,lzx_magic,lzx_compressed_size,expected_unpacked_size,codec,compressed_size,output_sha256,validate_ok,runtime_note,pc_table_normalization,object_start,converted_header_words,converted_page_pointer_words,converted_native_hash_words,converted_static_words,warning,script_header_words_be,code_size,parameter_count,static_count,static_pointer,native_count,native_pointer,page_pointer_table,page_count
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh.xsc,regions/ctf_lsh/ctf_lsh.xsc,13236,4CF69A6A122E94069F0CF3F84EC6EC455650ACF4,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_lsh\ctf_lsh.wsc,regions/ctf_lsh/ctf_lsh.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,36864,86882A87CFAA930C71DC7377CB80223466D48DDF06EA95708ADB2F0EEA1D43B3,13278,817F106D394F010B120C8DC5526C05C67A8935EB,"{""status"":""ok"",""hr"":0,""input_size"":13212,""output_size"":36864,""message"":""""}",,unproven,0x0FF512F1,13212,36864,zstd-level-22-no-content-size,13262,3D5CCFD1364A8C37739876008B69E5E43DBA305EE3AC1BE8BD7490F627982C0C,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,32768,10,2,180,629,,"['0xA8D74300', '0x50008CE0', '0x50008D00', '0x00006613', '0x00000000', '0x00000275', '0x50008030', '0x349D018A', '0x000000B4', '0x50008A10']",26131,0,629,32816,180,35344,36096,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh_sym.xsc,regions/ctf_lsh/ctf_lsh_sym.xsc,11318,BC5E94D03F83E627BDFA266F0E76407F6A4B6EE4,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_lsh\ctf_lsh_sym.wsc,regions/ctf_lsh/ctf_lsh_sym.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,28672,23E635F6F7E62CBEAFCB5F352D359A2F9161C525C9F91A57D54E5906119B318B,11387,27F7EE0B3B61780F3D295FCCC6968630952CACA6,"{""status"":""ok"",""hr"":0,""input_size"":11294,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11294,28672,zstd-level-21-no-content-size,11371,B6E84577193D0AA20BB6B6299A842B1BB1B39753CB404B7A5EA81145E466EDBF,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,24576,10,2,182,490,,"['0xA8D74300', '0x50005F80', '0x50005FA0', '0x000054F0', '0x00000000', '0x000001EA', '0x500054F0', '0x349D018A', '0x000000B6', '0x50005CA0']",21744,0,490,21744,182,23712,24480,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_single.xsc,regions/ctf_tes/ctf_tes_single.xsc,10708,F3325B9F7A9F191439B076C3F6C4C922A3CC5BA9,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_tes\ctf_tes_single.wsc,regions/ctf_tes/ctf_tes_single.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,24576,A57BA8C40AB02EC8C9701B7ACDBCB3F612C87D1838CAE0EDF8E1796DD3DA6687,10769,1810B155C9C03C91F6B90CD7A39962E602270F53,"{""status"":""ok"",""hr"":0,""input_size"":10684,""output_size"":24576,""message"":""""}",,unproven,0x0FF512F1,10684,24576,zstd-level-22-no-content-size,10753,BB7DD42355B28B8C937C9AFEAA0B571C5367277A7B828745203CFC13142BCF29,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,16384,10,2,178,306,,"['0xA8D74300', '0x500056F0', '0x50005710', '0x00004F15', '0x00000000', '0x00000132', '0x50004F50', '0x349D018A', '0x000000B2', '0x50005420']",20245,0,306,20304,178,21536,22288,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_sym.xsc,regions/ctf_tes/ctf_tes_sym.xsc,10650,D2446B7424193219B7489037286816970715AE26,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_tes\ctf_tes_sym.wsc,regions/ctf_tes/ctf_tes_sym.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,24576,55EB3FAD1A90A141AF692AF6DEF74F3ED4638A1B844787B7B669C6DF29A7014C,10717,B719C5EC2A91EE264D3F760F083DCFBFD3F4F25F,"{""status"":""ok"",""hr"":0,""input_size"":10626,""output_size"":24576,""message"":""""}",,unproven,0x0FF512F1,10626,24576,zstd-level-22-no-content-size,10701,48DB1F0C3667F19B743EFA92E35626B6368931029D4139D6904FC4ED23F3EA46,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,16384,10,2,178,306,,"['0xA8D74300', '0x500055F0', '0x50005610', '0x00004E12', '0x00000000', '0x00000132', '0x50004E50', '0x349D018A', '0x000000B2', '0x50005320']",19986,0,306,20048,178,21280,22032,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_tum\ctf_tum_single.xsc,regions/ctf_tum/ctf_tum_single.xsc,12094,196BB257C93ECFC87B6BA38A85AC5A3E630E61F7,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_tum\ctf_tum_single.wsc,regions/ctf_tum/ctf_tum_single.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,28672,F3D7878B905A14528B8188988D6ECB9665383F8A2DE9589284AA1128546B1D7D,12209,B2DD72B7216DA7537F8B6B3C7E94ABA2D6182209,"{""status"":""ok"",""hr"":0,""input_size"":12070,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,12070,28672,zstd-level-22-no-content-size,12193,5AFC97A7674069C29EAB77E6AFDC69CD3866C5D1F2E4F3862AC77D4A312E650B,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,24576,10,2,193,503,,"['0xA8D74300', '0x50005D60', '0x50005D80', '0x00005A46', '0x00000000', '0x000001F7', '0x50006030', '0x349D018A', '0x000000C1', '0x50005A50']",23110,0,503,24624,193,23120,23936,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_upr\ctf_upr.xsc,regions/ctf_upr/ctf_upr.xsc,11536,8CEF0509EDC82C3E70D4DD3E34CE6537CFA6D4B8,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_upr\ctf_upr.wsc,regions/ctf_upr/ctf_upr.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,28672,889C435DD5235F09FD96E066F31152202146E681DB07934A16595A9EB67B9112,11583,77CFB255349239164BCE14ADBE2449EB6D6DD8B3,"{""status"":""ok"",""hr"":0,""input_size"":11512,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11512,28672,zstd-level-22-no-content-size,11567,4DFE520B4C8B59DBF2880D2BC363AED5E9BC8903D5D3AE90CC7775E6000531FE,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,24576,10,2,192,466,,"['0xA8D74300', '0x50005FB0', '0x50005FD0', '0x0000555B', '0x00000000', '0x000001D2', '0x50005560', '0x349D018A', '0x000000C0', '0x50005CB0']",21851,0,466,21856,192,23728,24528,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_w2\ctf_w2_single.xsc,regions/ctf_w2/ctf_w2_single.xsc,9144,966B5EAE70BCCEA5BCAD8E420D0876D984DF211D,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_w2\ctf_w2_single.wsc,regions/ctf_w2/ctf_w2_single.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,20480,28FA9DB0100ADF464BB06FE9910B6C5BEF624630F3B8502422176C403E0910E3,9211,96A08DF393B81FABDC2F50CBF72C238A4B14D5C1,"{""status"":""ok"",""hr"":0,""input_size"":9120,""output_size"":20480,""message"":""""}",,unproven,0x0FF512F1,9120,20480,zstd-level-22-no-content-size,9195,F0E22E79B4EF7243455CF6B41A7E12439DCD2928CA5E732540A7BA95F6AFCF90,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,16384,10,1,157,160,,"['0xA8D74300', '0x50003F40', '0x50003F60', '0x00003F33', '0x00000000', '0x000000A0', '0x50004030', '0x349D018A', '0x0000009D', '0x500042B0']",16179,0,160,16432,157,17072,16224,1
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_arm\deathmatch_arm.xsc,regions/dm_arm/deathmatch_arm.xsc,12592,83C23C9A531845C578969E8CAF03DF2303363A19,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\dm_arm\deathmatch_arm.wsc,regions/dm_arm/deathmatch_arm.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,36864,DA8F27E5B84E98DA17DB567B114AEFD7077D7B5DB15660D7704440001950C461,12681,1407E51BBB959B1E72A8F4DB4D2C91B281071DBD,"{""status"":""ok"",""hr"":0,""input_size"":12568,""output_size"":36864,""message"":""""}",,unproven,0x0FF512F1,12568,36864,zstd-level-22-no-content-size,12665,4849699E478CCC164ABC1983603B80E9FBF68D0380C469E4A78AD890D1A2A368,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,32768,10,2,186,640,,"['0xA8D74300', '0x50008D20', '0x50008D40', '0x00006351', '0x00000000', '0x00000280', '0x50008030', '0x349D018A', '0x000000BA', '0x50008A30']",25425,0,640,32816,186,35376,36160,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_chu\deathmatch_chu.xsc,regions/dm_chu/deathmatch_chu.xsc,11718,C6C913E4F15F3A2411E842E7E4110D7F9242C306,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\dm_chu\deathmatch_chu.wsc,regions/dm_chu/deathmatch_chu.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,28672,EDD347437401FEFA2B7ABFC1AF41AC8CBCF253055EEE7FCC946D7D911EDD74D5,11810,52EC459D8C1AEFB45D51D512E44ECF61926A1F18,"{""status"":""ok"",""hr"":0,""input_size"":11694,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11694,28672,zstd-level-22-no-content-size,11794,02D743ABD9A4A780AEE2E8D91397BC11F74DEB2B8EAFD1AEBA44270A367D41CB,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,24576,10,2,188,434,,"['0xA8D74300', '0x50005CA0', '0x50005CC0', '0x000059B0', '0x00000000', '0x000001B2', '0x50006030', '0x349D018A', '0x000000BC', '0x500059B0']",22960,0,434,24624,188,22960,23744,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_hen\deathmatch_hen.xsc,regions/dm_hen/deathmatch_hen.xsc,12868,1B4EB57AB28CD9B32A053A3E96A1F2ED51071E52,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\dm_hen\deathmatch_hen.wsc,regions/dm_hen/deathmatch_hen.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,36864,489584CA3B53BE399FD4C5A449807E55C55882E141505BC65989D7F3925424E7,12900,170A040436B54DC38C8AFCB1BFCD285FAF297F82,"{""status"":""ok"",""hr"":0,""input_size"":12844,""output_size"":36864,""message"":""""}",,unproven,0x0FF512F1,12844,36864,zstd-level-22-no-content-size,12884,013EF7289E79F866637D0A33B255BDA64B71CBAEA451630A717055E01DB406A6,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,32768,10,2,190,672,,"['0xA8D74300', '0x50008DB0', '0x50008DD0', '0x00006A80', '0x00000000', '0x000002A0', '0x50008030', '0x349D018A', '0x000000BE', '0x50008AB0']",27264,0,672,32816,190,35504,36304,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_lsh\deathmatch_lsh.xsc,regions/dm_lsh/deathmatch_lsh.xsc,12918,55AF2F4DFB70935422157BCF252CE0E0ABB1987F,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\dm_lsh\deathmatch_lsh.wsc,regions/dm_lsh/deathmatch_lsh.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,36864,41F646B5B8169B177842F738E5EEFD9FC2DE38C551ED45259DCD6A11630FE4D4,13002,F1B5A78F6F666A321D3CBCF162E3139593B94A9E,"{""status"":""ok"",""hr"":0,""input_size"":12894,""output_size"":36864,""message"":""""}",,unproven,0x0FF512F1,12894,36864,zstd-level-22-no-content-size,12986,B3A06261397929205200E0A806574D3709C99CD37E7B587F6CF4638BE7922588,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,32768,10,2,185,535,,"['0xA8D74300', '0x50008B80', '0x50008BA0', '0x00006373', '0x00000000', '0x00000217', '0x50008030', '0x349D018A', '0x000000B9', '0x50008890']",25459,0,535,32816,185,34960,35744,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_tum\deathmatch_tum.xsc,regions/dm_tum/deathmatch_tum.xsc,12548,0E9AB0D30BC3CE3FE5A10FC95624FAF1FE2CA9A1,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\dm_tum\deathmatch_tum.wsc,regions/dm_tum/deathmatch_tum.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,28672,5B98EA56807BE6BD75A8ED29A1999AC73387F15C765B9340217979243457C7DA,12617,9A8AB6C6E7B930F736B8AA529340709A1D4AA0D6,"{""status"":""ok"",""hr"":0,""input_size"":12524,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,12524,28672,zstd-level-22-no-content-size,12601,09A4CE65B586443300D9D6D4D6EFEB174C2CF937F3CA41250E8DE3F4380017ED,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,24576,10,2,194,499,,"['0xA8D74300', '0x50005F90', '0x50005FB0', '0x00005F88', '0x00000000', '0x000001F3', '0x50006030', '0x349D018A', '0x000000C2', '0x50006800']",24456,0,499,24624,194,26624,24496,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\minigames\liarsdice_sb.xsc,regions/minigames/liarsdice_sb.xsc,2634,FE5A7EF51CA7B98F5FEE9A26B36981D65A34E5D0,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\minigames\liarsdice_sb.wsc,regions/minigames/liarsdice_sb.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,12288,0C9E78E30394B7449D20F2451BCA8BC71B6AFC5578283ADFC07A1C3026B5C9AD,2578,C24D4D82FA08DC6073E2651BD661BACBDBCF5984,"{""status"":""ok"",""hr"":0,""input_size"":2610,""output_size"":12288,""message"":""""}",,unproven,0x0FF512F1,2610,12288,zstd-level-19-no-content-size,2562,4DD0EEDC601FAD0FD1CB13223DF2EDD0903827666B0538F26A873BB46A3C8484,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,8192,10,1,40,11,,"['0xA8D74300', '0x500011D0', '0x500011F0', '0x000010F7', '0x00000000', '0x0000000B', '0x500011A0', '0x349D018A', '0x00000028', '0x50001100']",4343,0,11,4512,40,4352,4592,1
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\minigames\poker_sb.xsc,regions/minigames/poker_sb.xsc,2650,5227AD1C3B584E2B9F55EBAD42BFE0ABAF048A92,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\minigames\poker_sb.wsc,regions/minigames/poker_sb.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,12288,79C43859360FED03FE7F1380A7FD7630A85C4D14DABD4AF79E4FA83FCAFB614F,2594,D9D5F66B9F405E39DD7D2F3E4272488359AB50CB,"{""status"":""ok"",""hr"":0,""input_size"":2626,""output_size"":12288,""message"":""""}",,unproven,0x0FF512F1,2626,12288,zstd-level-19-no-content-size,2578,CEF9840B6ED045075488622C4361A61B5B2C7F6330C396504505FB7FF0233807,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,8192,10,1,41,11,,"['0xA8D74300', '0x500011D0', '0x500011F0', '0x000010EF', '0x00000000', '0x0000000B', '0x500011A0', '0x349D018A', '0x00000029', '0x500010F0']",4335,0,11,4512,41,4336,4592,1
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\rotations\gametype_lobby.xsc,rotations/gametype_lobby.xsc,35596,41F285185FE85E548C0531AD2FAA7A308542FED9,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\rotations\gametype_lobby.wsc,rotations/gametype_lobby.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,77824,78599ED411E01E0362F804C5CED00F8BA45D4D6D20F88A3667341D9B95D54C19,35716,103F978CF26569FBCE3E6098B4EA14AEFB655275,"{""status"":""ok"",""hr"":0,""input_size"":35572,""output_size"":77824,""message"":""""}",,unproven,0x0FF512F1,35572,77824,zstd-level-22-no-content-size,35700,61143084732779CFE54FAD6557ED43118107DB4FAF6E2AF4CC1AF18A88601097,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,73728,10,5,590,398,,"['0xA8D74300', '0x50011FA0', '0x50011FD0', '0x00011655', '0x00000008', '0x0000018E', '0x50012030', '0x349D018A', '0x0000024E', '0x50011660']",71253,8,398,73776,590,71264,73680,5
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\sessionmap.xsc,sessionmap.xsc,1080,70FF3CD1047E50199FD111D41A30562124FB3B48,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\sessionmap.wsc,sessionmap.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,4096,E7176B4AB3BBAEA43E0107AD9D41D2F58C326E889902F52F67443A97D9651049,1018,DC4353EBDBFB26B7D4A5791BFF6F58B86425264E,"{""status"":""ok"",""hr"":0,""input_size"":1056,""output_size"":4096,""message"":""""}",,unproven,0x0FF512F1,1056,4096,zstd-level-22-no-content-size,1002,3E029E351D99E86A8BCDE2FF2EE3D74EA0E5B92039348EF8FE27DA7980B9455C,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,0,10,1,40,14,,"['0xA8D74300', '0x50000590', '0x500005B0', '0x0000047D', '0x00000000', '0x0000000E', '0x50000550', '0x349D018A', '0x00000028', '0x500004B0']",1149,0,14,1360,40,1200,1456,1
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\spectator\mp_spectator.xsc,spectator/mp_spectator.xsc,2492,801BCCA3A8A1F737C277FFA891D2DB29CBD3CC43,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\spectator\mp_spectator.wsc,spectator/mp_spectator.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,8192,9BD8DD26CD4B8A0B763261D567E42D0F90904FD7DDEA21FFDAC9DF279FFD0958,2456,807EAF52DC1481689970F1F2B37CCF93DE64C2BC,"{""status"":""ok"",""hr"":0,""input_size"":2468,""output_size"":8192,""message"":""""}",,unproven,0x0FF512F1,2468,8192,zstd-level-22-no-content-size,2440,45385D0ED91A0A30453DC7EC7D8EE8DF47FB5AA1623B4B39EE3EDFECDEB5D998,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,0,10,1,57,27,,"['0xA8D74300', '0x50001020', '0x50001040', '0x00000E8E', '0x00000000', '0x0000001B', '0x50000FB0', '0x349D018A', '0x00000039', '0x50000EC0']",3726,0,27,4016,57,3776,4160,1
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\spectator\mp_spectatormk2.xsc,spectator/mp_spectatormk2.xsc,3618,C962C8EEFAECE5B841D0F08F47168D47E281AB35,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\spectator\mp_spectatormk2.wsc,spectator/mp_spectatormk2.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,12288,CDA01CC2E8062EF5E01D4F6C0EC9ACC09C8C8A41A0881028673CC1803081030A,3566,83BA71C0EAEFF959302EA7C7ABF7EC6898A343B1,"{""status"":""ok"",""hr"":0,""input_size"":3594,""output_size"":12288,""message"":""""}",,unproven,0x0FF512F1,3594,12288,zstd-level-22-no-content-size,3550,52E68BB450476870A345C5F092414B59D7EB69FDA25A3D3583342BC30BABBC7E,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,8192,10,1,86,31,,"['0xA8D74300', '0x50001770', '0x50001790', '0x0000158C', '0x00000000', '0x0000001F', '0x500016F0', '0x349D018A', '0x00000056', '0x50001590']",5516,0,31,5872,86,5520,6032,1
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\support\mp_actorpicker.xsc,support/mp_actorpicker.xsc,20286,49C3B5577C561EAD8436EC9F4B7ADAA363A5E57B,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\support\mp_actorpicker.wsc,support/mp_actorpicker.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,53248,C2FB3ECB4579181DED4D778A9F0FC166BB0AA2A556FFB6C30FFBAE8A246CBD56,20332,7576CEF1176ABC931303B06788A6A65B1631552D,"{""status"":""ok"",""hr"":0,""input_size"":20262,""output_size"":53248,""message"":""""}",,unproven,0x0FF512F1,20262,53248,zstd-level-22-no-content-size,20316,86D00744A6988F26EAA35B9C703DAE38401D7C34998EBE8EACEDE863FBEE53F9,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,49152,10,3,328,956,,"['0xA8D74300', '0x5000CF20', '0x5000CF40', '0x0000B8B1', '0x00000000', '0x000003BC', '0x5000C030', '0x349D018A', '0x00000148', '0x5000B8C0']",47281,0,956,49200,328,47296,53056,3
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\tutorial\mp_tutorial.xsc,tutorial/mp_tutorial.xsc,2804,196860957F75EF27ED6E61C6874DF3895D639DB3,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\tutorial\mp_tutorial.wsc,tutorial/mp_tutorial.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,12288,B727FB908C853CB097E0F2919CDDDACBA86E8232D377907BE5F82A6A29EBF2F5,2747,3EC8B5D81869BF965A12ACB4B43667973FCF86BD,"{""status"":""ok"",""hr"":0,""input_size"":2780,""output_size"":12288,""message"":""""}",,unproven,0x0FF512F1,2780,12288,zstd-level-22-no-content-size,2731,70EB5501904E32DFC3A1C1D5FC33068268619E8654D06E6CC2D671E32355387E,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,8192,10,1,50,15,,"['0xA8D74300', '0x500014F0', '0x50001510', '0x000013DB', '0x00000000', '0x0000000F', '0x500014B0', '0x349D018A', '0x00000032', '0x500013E0']",5083,0,15,5296,50,5088,5392,1
